Date_UTC,Time_UTC,Sun_Longitude,Moon_Longitude,Venus_Longitude
1940-06-08,00:00,77.8807,102.0272,104.0094
1940-06-09,00:00,78.8372,115.6704,103.8873
1940-06-10,00:00,79.7934,129.4851,103.7251
1940-06-11,00:00,80.7494,143.4286,103.5226
1940-06-12,00:00,81.7051,157.4652,103.2801
1940-06-13,00:00,82.6605,171.5677,102.9979
1940-06-14,00:00,83.6156,185.7153,102.6768
1940-06-15,00:00,84.5704,199.8884,102.3178
1940-06-16,00:00,85.5251,214.0617,101.922
1940-06-17,00:00,86.4794,228.1984,101.4913
1940-06-18,00:00,87.4336,242.2487,101.0274
1940-06-19,00:00,88.3876,256.152,100.5327
1940-06-20,00:00,89.3414,269.845,100.0097
1940-06-21,00:00,90.2952,283.2713,99.4614
1940-06-22,00:00,91.2488,296.3917,98.8908
1940-06-23,00:00,92.2023,309.1913,98.3016
1940-06-24,00:00,93.1558,321.6816,97.6972
1940-06-25,00:00,94.1093,333.8998,97.0815
1940-06-26,00:00,95.0627,345.9045,96.4585
1940-06-27,00:00,96.0161,357.7704,95.8321
1940-06-28,00:00,96.9696,9.5829,95.2064
1940-06-29,00:00,97.923,21.4324,94.5854
1940-06-30,00:00,98.8765,33.4087,93.973
1940-07-01,00:00,99.83,45.5956,93.3732
1940-07-02,00:00,100.7835,58.0642,92.7895
1940-07-03,00:00,101.7371,70.8657,92.2254
1940-07-04,00:00,102.6907,84.0253,91.6841
1940-07-05,00:00,103.6443,97.5364,91.1684
1940-07-06,00:00,104.598,111.3606,90.6812
1940-07-07,00:00,105.5516,125.4313,90.2247
1940-07-08,00:00,106.5053,139.6655,89.8009
1940-07-09,00:00,107.4589,153.9767,89.4117
1940-07-10,00:00,108.4125,168.2892,89.0585
1940-07-11,00:00,109.3661,182.5459,88.7425
1940-07-12,00:00,110.3197,196.7105,88.4647
1940-07-13,00:00,111.2733,210.7638,88.2258
1940-07-14,00:00,112.2268,224.696,88.0263
1940-07-15,00:00,113.1804,238.4983,87.8665
1940-07-16,00:00,114.134,252.1573,87.7464
1940-07-17,00:00,115.0876,265.6521,87.666
1940-07-18,00:00,116.0413,278.9559,87.6249
1940-07-19,00:00,116.9951,292.0407,87.6228
1940-07-20,00:00,117.9491,304.8843,87.6592
1940-07-21,00:00,118.9032,317.4764,87.7333
1940-07-22,00:00,119.8574,329.8233,87.8445
1940-07-23,00:00,120.8119,341.9504,87.9919
1940-07-24,00:00,121.7666,353.9018,88.1746
1940-07-25,00:00,122.7215,5.7384,88.3917
1940-07-26,00:00,123.6766,17.5348,88.6422
1940-07-27,00:00,124.6321,29.3754,88.9251
1940-07-28,00:00,125.5878,41.3499,89.2393
1940-07-29,00:00,126.5438,53.5477,89.5839
1940-07-30,00:00,127.5,66.0514,89.9578
1940-07-31,00:00,128.4566,78.9282,90.3601
1940-08-01,00:00,129.4135,92.2205,90.7896
1940-08-02,00:00,130.3706,105.9362,91.2454
1940-08-03,00:00,131.3281,120.0424,91.7265
1940-08-04,00:00,132.2858,134.4648,92.232
1940-08-05,00:00,133.2438,149.0969,92.7609
1940-08-06,00:00,134.2021,163.8161,93.3124
1940-08-07,00:00,135.1606,178.5034,93.8856
1940-08-08,00:00,136.1193,193.0608,94.4797
1940-08-09,00:00,137.0782,207.42,95.0939
1940-08-10,00:00,138.0374,221.5433,95.7275
1940-08-11,00:00,138.9968,235.4173,96.3799
1940-08-12,00:00,139.9564,249.0447,97.0503
1940-08-13,00:00,140.9163,262.4356,97.7381
1940-08-14,00:00,141.8764,275.6011,98.4428
1940-08-15,00:00,142.8369,288.5502,99.1637
1940-08-16,00:00,143.7976,301.2891,99.9004
1940-08-17,00:00,144.7587,313.8237,100.6521
1940-08-18,00:00,145.7201,326.1619,101.4185
1940-08-19,00:00,146.682,338.3183,102.199
1940-08-20,00:00,147.6442,350.3162,102.9932
1940-08-21,00:00,148.6068,2.1906,103.8005
1940-08-22,00:00,149.5698,13.9885,104.6206
1940-08-23,00:00,150.5333,25.7691,105.4529
1940-08-24,00:00,151.4973,37.6022,106.2971
1940-08-25,00:00,152.4618,49.5663,107.1527
1940-08-26,00:00,153.4267,61.7445,108.0194
1940-08-27,00:00,154.3922,74.2196,108.8967
1940-08-28,00:00,155.3581,87.0665,109.7843
1940-08-29,00:00,156.3246,100.3432,110.6818
1940-08-30,00:00,157.2916,114.0791,111.589
1940-08-31,00:00,158.2591,128.2645,112.5053
1940-09-01,00:00,159.2271,142.8434,113.4306
1940-09-02,00:00,160.1955,157.7149,114.3646
1940-09-03,00:00,161.1645,172.7441,115.3068
1940-09-04,00:00,162.1339,187.7821,116.257
1940-09-05,00:00,163.1037,202.689,117.2151
1940-09-06,00:00,164.074,217.3524,118.1806
1940-09-07,00:00,165.0447,231.6975,119.1535
1940-09-08,00:00,166.0158,245.6873,120.1335
1940-09-09,00:00,166.9873,259.3171,121.1205
1940-09-10,00:00,167.9592,272.6047,122.1141
1940-09-11,00:00,168.9316,285.5818,123.1144
1940-09-12,00:00,169.9044,298.2859,124.121
1940-09-13,00:00,170.8776,310.7557,125.1339
1940-09-14,00:00,171.8513,323.0277,126.1529
1940-09-15,00:00,172.8255,335.1361,127.1778
1940-09-16,00:00,173.8002,347.1131,128.2086
1940-09-17,00:00,174.7755,358.9908,129.245
1940-09-18,00:00,175.7512,10.8032,130.2869
1940-09-19,00:00,176.7276,22.5886,131.3342
1940-09-20,00:00,177.7045,34.3913,132.3868
1940-09-21,00:00,178.6819,46.2625,133.4445
1940-09-22,00:00,179.66,58.2612,134.5072
1940-09-23,00:00,180.6387,70.4524,135.5747
1940-09-24,00:00,181.618,82.9054,136.647
1940-09-25,00:00,182.598,95.6884,137.7239
1940-09-26,00:00,183.5786,108.8623,138.8053
1940-09-27,00:00,184.5598,122.4715,139.8911
1940-09-28,00:00,185.5416,136.5323,140.9812
1940-09-29,00:00,186.5241,151.0228,142.0753
1940-09-30,00:00,187.5072,165.8759,143.1735
1940-10-01,00:00,188.4909,180.9793,144.2756
1940-10-02,00:00,189.4752,196.1867,145.3815
1940-10-03,00:00,190.46,211.3374,146.491
1940-10-04,00:00,191.4453,226.2804,147.6041
1940-10-05,00:00,192.4312,240.8951,148.7207
1940-10-06,00:00,193.4176,255.104,149.8407
1940-10-07,00:00,194.4045,268.8745,150.964
1940-10-08,00:00,195.3918,282.2131,152.0906
1940-10-09,00:00,196.3797,295.1556,153.2205
1940-10-10,00:00,197.368,307.7559,154.3534
1940-10-11,00:00,198.3569,320.0765,155.4895
1940-10-12,00:00,199.3462,332.1816,156.6287
1940-10-13,00:00,200.3361,344.1324,157.7708
1940-10-14,00:00,201.3264,355.9844,158.9158
1940-10-15,00:00,202.3174,7.7864,160.0638
1940-10-16,00:00,203.3088,19.5813,161.2146
1940-10-17,00:00,204.3009,31.4069,162.3681
1940-10-18,00:00,205.2934,43.2984,163.5244
1940-10-19,00:00,206.2866,55.2903,164.6834
1940-10-20,00:00,207.2804,67.4188,165.845
1940-10-21,00:00,208.2748,79.7234,167.0092
1940-10-22,00:00,209.2698,92.2477,168.1759
1940-10-23,00:00,210.2654,105.0382,169.3451
1940-10-24,00:00,211.2616,118.1418,170.5166
1940-10-25,00:00,212.2585,131.6006,171.6905
1940-10-26,00:00,213.256,145.4439,172.8667
1940-10-27,00:00,214.2541,159.6784,174.0452
1940-10-28,00:00,215.2529,174.2782,175.2257
1940-10-29,00:00,216.2522,189.1769,176.4084
1940-10-30,00:00,217.2521,204.2659,177.5931
1940-10-31,00:00,218.2526,219.4027,178.7798
1940-11-01,00:00,219.2535,234.4295,179.9683
1940-11-02,00:00,220.255,249.197,181.1587
1940-11-03,00:00,221.257,263.5875,182.3509
1940-11-04,00:00,222.2594,277.5289,183.5448
1940-11-05,00:00,223.2622,290.9985,184.7405
1940-11-06,00:00,224.2655,304.0164,185.9378
1940-11-07,00:00,225.2691,316.6346,187.1367
1940-11-08,00:00,226.2732,328.9251,188.3373
1940-11-09,00:00,227.2777,340.9692,189.5394
1940-11-10,00:00,228.2827,352.8494,190.7431
1940-11-11,00:00,229.288,4.6439,191.9483
1940-11-12,00:00,230.2938,16.4225,193.155
1940-11-13,00:00,231.2999,28.2447,194.3632
1940-11-14,00:00,232.3065,40.1582,195.5728
1940-11-15,00:00,233.3136,52.1992,196.7838
1940-11-16,00:00,234.3211,64.3936,197.9962
1940-11-17,00:00,235.329,76.7591,199.21
1940-11-18,00:00,236.3374,89.3088,200.4251
1940-11-19,00:00,237.3463,102.0545,201.6416
1940-11-20,00:00,238.3556,115.01,202.8593
1940-11-21,00:00,239.3654,128.1928,204.0782
1940-11-22,00:00,240.3757,141.6239,205.2984
1940-11-23,00:00,241.3865,155.3247,206.5197
1940-11-24,00:00,242.3977,169.3103,207.7422
1940-11-25,00:00,243.4094,183.5809,208.9658
1940-11-26,00:00,244.4216,198.1111,210.1905
1940-11-27,00:00,245.4342,212.8418,211.4161
1940-11-28,00:00,246.4472,227.6776,212.6428
1940-11-29,00:00,247.4606,242.4936,213.8703
1940-11-30,00:00,248.4744,257.1514,215.0988
1940-12-01,00:00,249.4884,271.5225,216.328
1940-12-02,00:00,250.5028,285.5086,217.5581
1940-12-03,00:00,251.5174,299.0552,218.789
1940-12-04,00:00,252.5322,312.154,220.0206
1940-12-05,00:00,253.5473,324.8372,221.253
1940-12-06,00:00,254.5626,337.1673,222.4861
1940-12-07,00:00,255.5781,349.2256,223.7198
1940-12-08,00:00,256.5938,1.1032,224.9542
1940-12-09,00:00,257.6097,12.8922,226.1893
1940-12-10,00:00,258.6258,24.6806,227.425
1940-12-11,00:00,259.642,36.5467,228.6614
1940-12-12,00:00,260.6585,48.5558,229.8983
1940-12-13,00:00,261.6751,60.7568,231.1359
1940-12-14,00:00,262.6919,73.1804,232.374
1940-12-15,00:00,263.7089,85.8386,233.6128
1940-12-16,00:00,264.7261,98.727,234.8521
1940-12-17,00:00,265.7435,111.8292,236.0919
1940-12-18,00:00,266.7611,125.1227,237.3324
1940-12-19,00:00,267.7789,138.5862,238.5733
1940-12-20,00:00,268.7969,152.2044,239.8148
1940-12-21,00:00,269.8152,165.9707,241.0568
1940-12-22,00:00,270.8336,179.885,242.2992
1940-12-23,00:00,271.8523,193.9482,243.5421
1940-12-24,00:00,272.8712,208.1534,244.7855
1940-12-25,00:00,273.8902,222.4762,246.0293
1940-12-26,00:00,274.9095,236.8679,247.2735
1940-12-27,00:00,275.9288,251.254,248.518
1940-12-28,00:00,276.9483,265.5402,249.7629
1940-12-29,00:00,277.9678,279.6264,251.0081
1940-12-30,00:00,278.9874,293.4231,252.2535
1940-12-31,00:00,280.007,306.8667,253.4993
1941-01-01,00:00,281.0266,319.9287,254.7452
1941-01-02,00:00,282.0462,332.6168,255.9914
1941-01-03,00:00,283.0657,344.9712,257.2377
1941-01-04,00:00,284.0851,357.0571,258.4843
1941-01-05,00:00,285.1044,8.9565,259.7311
1941-01-06,00:00,286.1237,20.7607,260.978
1941-01-07,00:00,287.1428,32.5637,262.2251
1941-01-08,00:00,288.1618,44.4562,263.4723
1941-01-09,00:00,289.1807,56.5203,264.7197
1941-01-10,00:00,290.1995,68.8238,265.9673
1941-01-11,00:00,291.2181,81.4146,267.215
1941-01-12,00:00,292.2366,94.3164,268.4629
1941-01-13,00:00,293.255,107.5265,269.7109
1941-01-14,00:00,294.2733,121.0166,270.959
1941-01-15,00:00,295.2914,134.7384,272.2073
1941-01-16,00:00,296.3095,148.6332,273.4558
1941-01-17,00:00,297.3274,162.6418,274.7044
1941-01-18,00:00,298.3453,176.7139,275.9532
1941-01-19,00:00,299.3631,190.8129,277.2021
1941-01-20,00:00,300.3808,204.9152,278.4512
1941-01-21,00:00,301.3984,219.0053,279.7004
1941-01-22,00:00,302.4159,233.0688,280.9497
1941-01-23,00:00,303.4333,247.0848,282.1991
1941-01-24,00:00,304.4505,261.0211,283.4486
1941-01-25,00:00,305.4676,274.8342,284.6982
1941-01-26,00:00,306.4845,288.4728,285.9478
1941-01-27,00:00,307.5012,301.8862,287.1974
1941-01-28,00:00,308.5177,315.0329,288.447
1941-01-29,00:00,309.5338,327.8891,289.6967
1941-01-30,00:00,310.5497,340.4529,290.9463
1941-01-31,00:00,311.5653,352.7462,292.1959
1941-02-01,00:00,312.5805,4.8125,293.4454
1941-02-02,00:00,313.5954,16.7137,294.695
1941-02-03,00:00,314.6099,28.5254,295.9444
1941-02-04,00:00,315.624,40.3323,297.1938
1941-02-05,00:00,316.6377,52.2234,298.4431
1941-02-06,00:00,317.651,64.2866,299.6924
1941-02-07,00:00,318.6639,76.603,300.9416
1941-02-08,00:00,319.6764,89.2399,302.1907
1941-02-09,00:00,320.6885,102.2435,303.4397
1941-02-10,00:00,321.7002,115.6321,304.6887
1941-02-11,00:00,322.7114,129.3908,305.9376
1941-02-12,00:00,323.7223,143.4709,307.1865
1941-02-13,00:00,324.7327,157.7957,308.4353
1941-02-14,00:00,325.7428,172.2711,309.684
1941-02-15,00:00,326.7526,186.7993,310.9328
1941-02-16,00:00,327.762,201.2922,312.1815
1941-02-17,00:00,328.771,215.6798,313.4301
1941-02-18,00:00,329.7797,229.9131,314.6787
1941-02-19,00:00,330.7881,243.9622,315.9273
1941-02-20,00:00,331.7961,257.811,317.1758
1941-02-21,00:00,332.8037,271.4516,318.4243
1941-02-22,00:00,333.811,284.8793,319.6727
1941-02-23,00:00,334.8179,298.0901,320.921
1941-02-24,00:00,335.8243,311.0804,322.1692
1941-02-25,00:00,336.8304,323.848,323.4172
1941-02-26,00:00,337.8359,336.3953,324.6652
1941-02-27,00:00,338.841,348.732,325.913
1941-02-28,00:00,339.8456,0.8774,327.1607
1941-03-01,00:00,340.8497,12.8625,328.4082
1941-03-02,00:00,341.8533,24.7304,329.6555
1941-03-03,00:00,342.8563,36.5358,330.9027
1941-03-04,00:00,343.8587,48.3438,332.1496
1941-03-05,00:00,344.8605,60.2279,333.3964
1941-03-06,00:00,345.8618,72.267,334.643
1941-03-07,00:00,346.8625,84.5412,335.8893
1941-03-08,00:00,347.8626,97.1263,337.1355
1941-03-09,00:00,348.8621,110.0865,338.3814
1941-03-10,00:00,349.861,123.4662,339.6271
1941-03-11,00:00,350.8593,137.2803,340.8727
1941-03-12,00:00,351.857,151.5066,342.118
1941-03-13,00:00,352.8541,166.0824,343.3631
1941-03-14,00:00,353.8507,180.9076,344.6081
1941-03-15,00:00,354.8467,195.8558,345.8528
1941-03-16,00:00,355.8423,210.7914,347.0974
1941-03-17,00:00,356.8373,225.5884,348.3419
1941-03-18,00:00,357.8319,240.1455,349.5862
1941-03-19,00:00,358.8259,254.3949,350.8303
1941-03-20,00:00,359.8195,268.3029,352.0743
1941-03-21,00:00,0.8127,281.8648,353.3181
1941-03-22,00:00,1.8053,295.0975,354.5617
1941-03-23,00:00,2.7975,308.0309,355.8052
1941-03-24,00:00,3.7892,320.7012,357.0484
1941-03-25,00:00,4.7803,333.1457,358.2915
1941-03-26,00:00,5.7709,345.4001,359.5344
1941-03-27,00:00,6.761,357.4982,0.777
1941-03-28,00:00,7.7506,9.4721,2.0195
1941-03-29,00:00,8.7395,21.354,3.2616
1941-03-30,00:00,9.7279,33.1783,4.5036
1941-03-31,00:00,10.7157,44.9839,5.7453
1941-04-01,00:00,11.7029,56.8156,6.9867
1941-04-02,00:00,12.6894,68.7256,8.2279
1941-04-03,00:00,13.6753,80.7732,9.4688
1941-04-04,00:00,14.6606,93.0237,10.7094
1941-04-05,00:00,15.6453,105.5457,11.9497
1941-04-06,00:00,16.6293,118.4063,13.1897
1941-04-07,00:00,17.6126,131.6641,14.4295
1941-04-08,00:00,18.5954,145.3601,15.6689
1941-04-09,00:00,19.5775,159.5064,16.9081
1941-04-10,00:00,20.5589,174.0757,18.147
1941-04-11,00:00,21.5398,188.9941,19.3856
1941-04-12,00:00,22.5201,204.1423,20.624
1941-04-13,00:00,23.4999,219.3666,21.8621
1941-04-14,00:00,24.4791,234.5008,23.1
1941-04-15,00:00,25.4578,249.3925,24.3376
1941-04-16,00:00,26.4361,263.9246,25.5751
1941-04-17,00:00,27.4138,278.028,26.8123
1941-04-18,00:00,28.3911,291.6812,28.0493
1941-04-19,00:00,29.368,304.9029,29.2862
1941-04-20,00:00,30.3444,317.7389,30.5228
1941-04-21,00:00,31.3203,330.2504,31.7592
1941-04-22,00:00,32.2958,342.5044,32.9954
1941-04-23,00:00,33.2708,354.566,34.2313
1941-04-24,00:00,34.2453,6.4946,35.4671
1941-04-25,00:00,35.2194,18.342,36.7026
1941-04-26,00:00,36.1929,30.1519,37.9379
1941-04-27,00:00,37.166,41.9613,39.1729
1941-04-28,00:00,38.1385,53.8029,40.4077
1941-04-29,00:00,39.1105,65.7077,41.6423
1941-04-30,00:00,40.082,77.7086,42.8765
1941-05-01,00:00,41.053,89.8423,44.1105
1941-05-02,00:00,42.0234,102.152,45.3443
1941-05-03,00:00,42.9932,114.6872,46.5777
1941-05-04,00:00,43.9625,127.5025,47.8109
1941-05-05,00:00,44.9313,140.6536,49.0438
1941-05-06,00:00,45.8995,154.19,50.2764
1941-05-07,00:00,46.8672,168.1453,51.5088
1941-05-08,00:00,47.8343,182.5246,52.7408
1941-05-09,00:00,48.8009,197.2914,53.9726
1941-05-10,00:00,49.767,212.3596,55.2041
1941-05-11,00:00,50.7327,227.5941,56.4354
1941-05-12,00:00,51.6979,242.8262,57.6664
1941-05-13,00:00,52.6627,257.8797,58.8972
1941-05-14,00:00,53.6271,272.6013,60.1278
1941-05-15,00:00,54.5912,286.8847,61.3582
1941-05-16,00:00,55.5549,300.6794,62.5884
1941-05-17,00:00,56.5183,313.9877,63.8185
1941-05-18,00:00,57.4814,326.8523,65.0483
1941-05-19,00:00,58.4442,339.3418,66.278
1941-05-20,00:00,59.4066,351.5374,67.5075
1941-05-21,00:00,60.3688,3.5232,68.7369
1941-05-22,00:00,61.3306,15.3787,69.966
1941-05-23,00:00,62.2922,27.1746,71.195
1941-05-24,00:00,63.2534,38.9703,72.4238
1941-05-25,00:00,64.2143,50.8131,73.6525
1941-05-26,00:00,65.1749,62.739,74.8809
1941-05-27,00:00,66.1351,74.7746,76.1091
1941-05-28,00:00,67.0951,86.9401,77.3372
1941-05-29,00:00,68.0546,99.2537,78.565
1941-05-30,00:00,69.0139,111.7351,79.7926
1941-05-31,00:00,69.9727,124.4093,81.02
1941-06-01,00:00,70.9313,137.308,82.2471
1941-06-02,00:00,71.8894,150.469,83.474
1941-06-03,00:00,72.8472,163.9325,84.7007
1941-06-04,00:00,73.8047,177.7331,85.9271
1941-06-05,00:00,74.7618,191.8896,87.1533
1941-06-06,00:00,75.7185,206.3915,88.3793
1941-06-07,00:00,76.675,221.1875,89.6049
1941-06-08,00:00,77.6311,236.1798,90.8304
1941-06-09,00:00,78.587,251.2296,92.0556
1941-06-10,00:00,79.5427,266.1763,93.2806
1941-06-11,00:00,80.4981,280.8643,94.5054
1941-06-12,00:00,81.4534,295.1705,95.73
1941-06-13,00:00,82.4085,309.021,96.9545
1941-06-14,00:00,83.3635,322.3948,98.1787
1941-06-15,00:00,84.3184,335.3173,99.4028
1941-06-16,00:00,85.2732,347.8471,100.6267
1941-06-17,00:00,86.2279,0.0639,101.8505
1941-06-18,00:00,87.1826,12.0561,103.0741
1941-06-19,00:00,88.1371,23.9132,104.2976
1941-06-20,00:00,89.0916,35.7188,105.5208
1941-06-21,00:00,90.046,47.547,106.744
1941-06-22,00:00,91.0003,59.4585,107.9669
1941-06-23,00:00,91.9546,71.4998,109.1897
1941-06-24,00:00,92.9088,83.7023,110.4122
